Anio,Semana,Mes,Fecha,Grupo,Lote,Bin,Bruto,Tara,Neto,DescarteKg,Motivo,Calidad
2026,19,mayo,2026-05-05,5025,71,canastas,610,91,519,3.0,,PE3
2026,19,mayo,2026-05-05,5025,65,canastas,562,90,472,1.0,,PEGUA
2026,19,mayo,2026-05-05,226,17,canastas,422,73,349,4.0,,AD2
2026,19,mayo,2026-05-05,5125,75,canastas,617,91,526,4.0,,PE3
2026,19,mayo,2026-05-06,5125,19,canastas,563,91,472,5.0,,PEGUA
2026,19,mayo,2026-05-06,5125,75,canastas,663,91,572,19.0,,PE1
2026,19,mayo,2026-05-06,5125,75,canastas,678,91,587,2.0,,PE1
2026,19,mayo,2026-05-06,5125,75,canastas,638,91,547,5.0,,PE1
2026,19,mayo,2026-05-06,5225,19,canastas,642,90,552,2.0,,AD1
2026,19,mayo,2026-05-06,5125,19,canastas,616,91,525,4.0,,AD2
2026,19,mayo,2026-05-06,5125,75,canastas,599,82,517,10.0,,PE2
2026,19,mayo,2026-05-06,5125,75,canastas,644,90,554,4.0,,PE1
2026,19,mayo,2026-05-06,5125,75,canastas,650,91,559,6.0,,PE1
2026,19,mayo,2026-05-06,526,76,canastas,605,90,515,2.0,,PE2
2026,19,mayo,2026-05-06,5025,71,canastas,602,91,511,3.0,,PE3
2026,19,mayo,2026-05-06,5025,71,canastas,595,90,505,2.0,,PE3
2026,19,mayo,2026-05-06,5125,19,canastas,587,91,496,3.0,,PE3
2026,19,mayo,2026-05-06,5025,71,canastas,624,91,533,16.0,,PE1
2026,19,mayo,2026-05-06,5125,75,canastas,616,91,525,8.0,,PE2
2026,19,mayo,2026-05-06,5025,65,canastas,387,71,316,43.0,,PEGUA
2026,19,mayo,2026-05-06,5125,75,canastas,613,91,522,7.0,,PEGUA
2026,19,mayo,2026-05-06,5125,75,canastas,451,79,372,10.0,,PEGUA
2026,19,mayo,2026-05-06,5125,75,canastas,634,96,538,3.0,,PE3
2026,19,mayo,2026-05-06,5125,75,canastas,602,91,511,2.0,,PE2
2026,19,mayo,2026-05-06,5025,71,canastas,615,91,524,3.0,,PE3
2026,19,mayo,2026-05-06,5125,71,canastas,588,90,498,6.0,,PE3
2026,19,mayo,2026-05-06,5125,75,canastas,652,91,561,2.0,,PE1
2026,19,mayo,2026-05-06,5125,19,canastas,654,91,563,10.0,,PE1
2026,19,mayo,2026-05-06,5125,19,canastas,45,2,43,2.0,,PE1
2026,19,mayo,2026-05-07,5125,71,canastas,562,92,470,10.0,,PEGUA
2026,19,mayo,2026-05-07,5125,19,canastas,681,91,590,2.0,,PE1
2026,19,mayo,2026-05-07,5125,75,canastas,608,91,517,9.0,,PE2
2026,19,mayo,2026-05-07,726,70,canastas,663,91,572,6.0,,AD1
2026,19,mayo,2026-05-07,5125,75,canastas,303,61,242,1.0,,PE3
2026,19,mayo,2026-05-07,5125,19,canastas,575,90,485,3.0,,PE3
2026,19,mayo,2026-05-07,726,72,canastas,134,14,120,8.0,,AD2
2026,19,mayo,2026-05-07,726,72,canastas,642,91,551,6.0,,AD1
2026,19,mayo,2026-05-07,5125,19,canastas,683,90,593,12.0,,PE1
2026,19,mayo,2026-05-07,926,72,canastas,639,91,548,12.0,,AD1
2026,19,mayo,2026-05-07,5125,19,canastas,500,100,400,6.0,,PE2
2026,19,mayo,2026-05-07,5125,75,canastas,508,100,408,7.0,,PE2
2026,19,mayo,2026-05-07,726,72,canastas,640,91,549,6.0,,AD1
2026,19,mayo,2026-05-07,5125,19,canastas,543,89,454,3.0,,PEGUA
2026,19,mayo,2026-05-07,5125,75,canastas,242,57,185,2.0,,PEGUA
2026,19,mayo,2026-05-07,5125,71,canastas,592,91,501,4.0,,PE2
2026,19,mayo,2026-05-07,5125,19,canastas,665,91,574,12.0,,PE1
2026,19,mayo,2026-05-07,926,72,canastas,311,67,244,60.0,,AD-PJUG
2026,19,mayo,2026-05-07,926,72,canastas,157,12,145,34.0,,AD-PJUG
2026,19,mayo,2026-05-07,5125,75,canastas,658,91,567,12.0,,PE1
2026,19,mayo,2026-05-07,5125,75,canastas,660,91,569,12.0,,PE1
2026,19,mayo,2026-05-07,5125,75,canastas,584,90,494,4.0,,PE3
2026,19,mayo,2026-05-07,726,72,canastas,599,91,508,10.0,,AD2
2026,19,mayo,2026-05-07,5125,75,canastas,632,91,541,6.0,,PE1
2026,19,mayo,2026-05-07,726,72,canastas,632,91,541,22.0,,AD1
2026,19,mayo,2026-05-07,5225,19,canastas,52,6,46,2.0,,AD3
2026,19,mayo,2026-05-08,5125,75,canastas,555,90,465,7.0,,PEGUA
2026,19,mayo,2026-05-08,5125,19,canastas,582,91,491,1.0,,PE3
2026,19,mayo,2026-05-08,926,72,canastas,604,90,514,6.0,,AD2
2026,19,mayo,2026-05-08,726,72,canastas,535,91,444,93.0,,AD2
2026,19,mayo,2026-05-08,926,72,canastas,645,91,554,12.0,,AD1
2026,19,mayo,2026-05-08,5125,71,canastas,681,90,591,22.0,,PE1
2026,19,mayo,2026-05-08,926,72,canastas,673,91,582,10.0,,PE1
2026,19,mayo,2026-05-08,5125,75,canastas,650,92,558,6.0,,PE1
2026,19,mayo,2026-05-08,5125,75,canastas,612,91,521,16.0,,PE1
2026,19,mayo,2026-05-08,5125,71,canastas,689,91,598,8.0,,PE1
2026,19,mayo,2026-05-08,5125,19,canastas,604,90,514,2.0,,PE2
2026,19,mayo,2026-05-08,726,72,canastas,600,92,508,3.0,,AD3
2026,19,mayo,2026-05-08,5125,75,canastas,670,91,579,4.0,,PE1
2026,19,mayo,2026-05-08,5125,75,canastas,549,86,463,2.0,,PEGUA
2026,19,mayo,2026-05-08,5125,19,canastas,580,91,489,4.0,,PE1
2026,19,mayo,2026-05-08,926,72,canastas,381,64,317,20.0,,AD-PJUG
2026,19,mayo,2026-05-08,926,72,canastas,591,89,502,1.0,,AD3
2026,19,mayo,2026-05-08,726,72,canastas,632,81,551,10.0,,AD1
2026,19,mayo,2026-05-08,926,72,canastas,414,70,344,6.0,,PE1
2026,19,mayo,2026-05-08,5125,71,canastas,686,91,595,24.0,,PE1
2026,19,mayo,2026-05-08,5025,65,canastas,516,91,425,12.0,,PEBAB
2026,19,mayo,2026-05-08,5125,75,canastas,484,91,393,146.0,,PEBAB
2026,19,mayo,2026-05-08,726,72,canastas,639,92,547,20.0,,AD1
2026,19,mayo,2026-05-08,5125,19,canastas,641,92,549,10.0,,PE1
2026,19,mayo,2026-05-09,726,72,canastas,626,91,535,6.0,,AD2
2026,19,mayo,2026-05-09,5125,71,canastas,594,91,503,12.0,,PE2
2026,19,mayo,2026-05-09,5125,75,canastas,615,91,524,20.0,,PE2
2026,19,mayo,2026-05-09,726,72,canastas,656,91,565,12.0,,AD1
2026,19,mayo,2026-05-09,926,72,canastas,646,91,555,11.0,,AD1
2026,19,mayo,2026-05-09,5125,75,canastas,571,91,480,1.0,,PE3
2026,19,mayo,2026-05-09,5125,19,canastas,653,90,563,12.0,,PE1
2026,19,mayo,2026-05-09,5125,75,canastas,645,91,554,44.0,,PE1
2026,19,mayo,2026-05-09,5125,75,canastas,570,90,480,2.0,,PE3
2026,19,mayo,2026-05-09,5125,75,canastas,582,91,491,1.0,,PE3
2026,19,mayo,2026-05-09,5125,75,canastas,600,91,509,20.0,,PE2
2026,19,mayo,2026-05-09,5125,19,canastas,598,92,506,29.0,,PEGUA
2026,19,mayo,2026-05-09,5125,75,canastas,520,91,429,20.0,,PEBAB
2026,19,mayo,2026-05-09,5125,19,canastas,484,92,392,50.0,,PEBAB
2026,19,mayo,2026-05-09,5125,75,canastas,690,91,599,84.0,,PE1
2026,19,mayo,2026-05-09,5125,71,canastas,665,91,574,102.0,,PE1
2026,19,mayo,2026-05-09,726,72,canastas,448,77,371,59.0,,AD-PJUG
2026,20,mayo,2026-05-11,5125,71,canastas,692,91,601,9.0,,PE1
2026,20,mayo,2026-05-11,5125,71,canastas,693,92,601,6.0,,PE1
2026,20,mayo,2026-05-11,5125,71,canastas,647,92,555,7.0,,PE1
2026,20,mayo,2026-05-11,1026,72,canastas,617,83,534,4.0,,AD1
2026,20,mayo,2026-05-11,1026,72,canastas,596,91,505,3.0,,AD2
2026,20,mayo,2026-05-11,5125,71,canastas,596,91,505,2.0,,PE2
2026,20,mayo,2026-05-11,5125,71,canastas,671,91,580,6.0,,PE1
2026,20,mayo,2026-05-11,5125,71,canastas,686,92,594,11.0,,PE1
2026,20,mayo,2026-05-11,5125,71,canastas,245,50,195,5.0,,PE1
2026,20,mayo,2026-05-11,1226,72,canastas,662,97,565,2.0,,AD2
2026,20,mayo,2026-05-11,5125,71,canastas,653,96,557,2.0,,PE3
2026,20,mayo,2026-05-11,1026,72,canastas,602,91,511,4.0,,AD2
2026,20,mayo,2026-05-11,626,76,canastas,584,90,494,5.0,,AD2
2026,20,mayo,2026-05-11,5125,71,canastas,607,90,517,5.0,,PE2
2026,20,mayo,2026-05-11,5125,71,canastas,430,69,361,117.0,,PJUG
2026,20,mayo,2026-05-11,5125,75,canastas,591,90,501,12.0,,PE1
2026,20,mayo,2026-05-11,626,76,canastas,592,89,503,8.0,,ADGUA
2026,20,mayo,2026-05-11,5125,71,canastas,616,94,522,4.0,,PIND
2026,20,mayo,2026-05-11,5125,71,canastas,350,61,289,40.0,,PE1
2026,20,mayo,2026-05-11,1226,72,canastas,634,90,544,4.0,,AD3
2026,20,mayo,2026-05-11,5125,71,canastas,486,78,408,2.0,,PE2
2026,20,mayo,2026-05-11,5125,75,canastas,658,91,567,10.0,,PE1
2026,20,mayo,2026-05-12,5125,19,canastas,598,90,508,1.0,,PEGUA
2026,20,mayo,2026-05-12,626,76,canastas,684,100,584,1.0,,AD2
2026,20,mayo,2026-05-12,5125,19,canastas,660,91,569,3.0,,PE1
2026,20,mayo,2026-05-12,5225,71,canastas,625,91,534,12.0,,PE1
2026,20,mayo,2026-05-12,5225,71,canastas,615,90,525,6.0,,PE2
2026,20,mayo,2026-05-12,5225,71,canastas,542,90,452,6.0,,PEGUA
2026,20,mayo,2026-05-12,5225,71,canastas,544,90,454,4.0,,PEGUA
2026,20,mayo,2026-05-12,5125,71,canastas,635,90,545,4.0,,PE1
2026,20,mayo,2026-05-12,5225,71,canastas,575,90,485,4.0,,PE3
2026,20,mayo,2026-05-12,5125,19,canastas,593,89,504,7.0,,PEGUA
2026,20,mayo,2026-05-12,5225,71,canastas,576,90,486,21.0,,PE3
2026,20,mayo,2026-05-12,5125,19,canastas,577,90,487,2.0,,PE3
2026,20,mayo,2026-05-12,726,64,canastas,603,93,510,8.0,,AD-PJUG
2026,20,mayo,2026-05-12,5225,71,canastas,594,90,504,4.0,,PE3
2026,20,mayo,2026-05-12,5225,71,canastas,613,91,522,9.0,,PE2
2026,20,mayo,2026-05-12,5225,71,canastas,609,89,520,9.0,,PE2
2026,20,mayo,2026-05-12,5125,71,canastas,626,91,535,8.0,,PE2
2026,20,mayo,2026-05-12,5125,19,canastas,662,92,570,12.0,,PE1
2026,20,mayo,2026-05-13,5225,71,canastas,582,91,491,2.0,,PE2
2026,20,mayo,2026-05-13,5225,71,canastas,611,90,521,1.0,,PE2
2026,20,mayo,2026-05-13,5125,71,canastas,612,91,521,9.0,,PE1
2026,20,mayo,2026-05-13,726,74,canastas,597,91,506,12.0,,AD2
2026,20,mayo,2026-05-13,5125,71,canastas,604,90,514,8.0,,PE2
2026,20,mayo,2026-05-13,5125,71,canastas,635,90,545,4.0,,PE1
2026,20,mayo,2026-05-13,5125,71,canastas,582,91,491,7.0,,PE3
2026,20,mayo,2026-05-13,5125,71,canastas,568,90,478,7.0,,PIND
2026,20,mayo,2026-05-13,5225,71,canastas,87,10,77,74.0,,PJUG
2026,20,mayo,2026-05-13,5225,71,canastas,558,85,473,89.0,,PJUG
2026,20,mayo,2026-05-13,1026,72,canastas,601,91,510,5.0,,AD2
2026,20,mayo,2026-05-13,1526,72,canastas,221,51,170,5.0,,AD2
2026,20,mayo,2026-05-13,1226,72,canastas,606,91,515,2.0,,AD2
2026,20,mayo,2026-05-13,5225,71,canastas,663,90,573,482.0,,PE1
2026,20,mayo,2026-05-13,5225,71,canastas,660,90,570,106.0,,PE1
2026,20,mayo,2026-05-13,5225,71,canastas,633,89,544,56.0,,PE1
2026,20,mayo,2026-05-13,5125,19,canastas,641,91,550,245.0,,PE1
2026,20,mayo,2026-05-13,5225,71,canastas,654,91,563,37.0,,PE1
2026,20,mayo,2026-05-13,5125,71,canastas,660,90,570,7.0,,PE1
2026,20,mayo,2026-05-13,726,70,canastas,633,90,543,19.0,,AD1
2026,20,mayo,2026-05-13,5225,71,canastas,372,66,306,53.0,,PE2
2026,20,mayo,2026-05-13,926,72,canastas,348,66,282,32.0,,AD3
2026,20,mayo,2026-05-13,5125,71,canastas,580,92,488,5.0,,PEGUA
2026,20,mayo,2026-05-13,5125,71,canastas,580,91,489,11.0,,PE3
2026,20,mayo,2026-05-13,5125,71,canastas,653,91,562,6.0,,PE1
2026,20,mayo,2026-05-13,5225,19,canastas,655,89,566,12.0,,PE1
2026,20,mayo,2026-05-13,5125,71,canastas,652,91,561,12.0,,PE1
2026,20,mayo,2026-05-13,5225,71,canastas,253,53,200,85.0,,PE1
2026,20,mayo,2026-05-13,5225,19,canastas,652,91,561,8.0,,PE1
2026,20,mayo,2026-05-13,5125,19,canastas,597,92,505,4.0,,PE2
2026,20,mayo,2026-05-13,5225,71,canastas,608,91,517,5.0,,PE2
2026,20,mayo,2026-05-13,5225,71,canastas,667,90,577,16.0,,PE1
2026,20,mayo,2026-05-14,5225,19,canastas,572,87,485,485.0,,AL-PE1
2026,20,mayo,2026-05-14,5125,71,canastas,604,91,513,20.0,,PE2
2026,20,mayo,2026-05-14,726,74,canastas,277,54,223,2.0,,AD1
2026,20,mayo,2026-05-14,5225,71,canastas,639,91,548,6.0,,PE1
2026,20,mayo,2026-05-14,726,74,canastas,636,91,545,13.0,,AD1
2026,20,mayo,2026-05-14,,,canastas,89,10,79,4.0,,PE2
2026,20,mayo,2026-05-14,5125,71,canastas,664,100,564,3.0,,PE3
2026,20,mayo,2026-05-14,5225,19,canastas,632,91,541,20.0,,PE1
2026,20,mayo,2026-05-15,5225,19,canastas,596,92,504,2.0,,PE2
2026,20,mayo,2026-05-15,5225,71,canastas,584,91,493,2.0,,PEGUA
2026,20,mayo,2026-05-15,726,74,canastas,659,91,568,2.0,,AD1
2026,20,mayo,2026-05-15,5225,19,canastas,673,91,582,8.0,,PE1
2026,20,mayo,2026-05-15,5225,19,canastas,675,92,583,4.0,,PE1
2026,20,mayo,2026-05-15,726,64,canastas,609,86,523,45.0,,AD1
2026,20,mayo,2026-05-15,5225,19,canastas,594,90,504,3.0,,PE3
2026,20,mayo,2026-05-15,5225,71,canastas,630,92,538,2.0,,PE3
2026,20,mayo,2026-05-15,5225,71,canastas,601,91,510,2.0,,PE3
2026,20,mayo,2026-05-15,5225,71,canastas,592,91,501,2.0,,PE3
2026,20,mayo,2026-05-15,5225,71,canastas,563,91,472,14.0,,PEGUA
2026,20,mayo,2026-05-15,5225,19,canastas,586,91,495,6.0,,PEGUA
2026,20,mayo,2026-05-15,5225,71,canastas,503,86,417,2.0,,PEBAB
2026,20,mayo,2026-05-15,5225,19,canastas,593,90,503,2.0,,PE2
2026,20,mayo,2026-05-15,5225,19,canastas,619,91,528,4.0,,PE3
2026,20,mayo,2026-05-15,5225,19,canastas,582,91,491,2.0,,PE3
2026,20,mayo,2026-05-15,5225,19,canastas,494,91,403,3.0,,PEBAB
2026,20,mayo,2026-05-15,5225,19,canastas,621,91,530,5.0,,PE2
2026,20,mayo,2026-05-15,5225,19,canastas,631,91,540,10.0,,PE1
2026,20,mayo,2026-05-15,5225,71,canastas,459,77,382,1.0,,PE2
2026,20,mayo,2026-05-15,726,74,canastas,573,83,490,2.0,,AD1
2026,20,mayo,2026-05-15,5125,19,canastas,601,91,510,8.0,,PE2
2026,20,mayo,2026-05-15,5225,71,canastas,524,83,441,110.0,,PE2
2026,20,mayo,2026-05-15,726,74,canastas,634,92,542,8.0,,AD1
2026,20,mayo,2026-05-15,5225,19,canastas,660,91,569,30.0,,PE1
2026,20,mayo,2026-05-15,726,64,canastas,265,56,209,68.0,,AD-PJUG
2026,20,mayo,2026-05-15,5225,19,canastas,560,91,469,2.0,,PEGUA
2026,20,mayo,2026-05-15,5225,19,canastas,604,89,515,2.0,,PE2
2026,20,mayo,2026-05-15,726,74,canastas,595,91,504,1.0,,AD3
2026,20,mayo,2026-05-15,5225,19,canastas,619,91,528,1.0,,PE3
2026,20,mayo,2026-05-15,5225,19,canastas,626,91,535,10.0,,PE3
2026,20,mayo,2026-05-15,5225,19,canastas,623,92,531,3.0,,PE1
2026,20,mayo,2026-05-16,226,74,canastas,626,94,532,2.0,,ADGUA
2026,20,mayo,2026-05-16,5225,19,canastas,581,91,490,2.0,,PEGUA
2026,20,mayo,2026-05-16,5225,19,canastas,724,98,626,9.0,,PE1
2026,20,mayo,2026-05-16,5225,19,canastas,668,91,577,10.0,,PE1
2026,20,mayo,2026-05-16,226,74,canastas,244,55,189,2.0,,AD2
2026,20,mayo,2026-05-16,5225,19,canastas,541,87,454,2.0,,PE3
2026,20,mayo,2026-05-16,5225,19,canastas,575,90,485,3.0,,PE2
2026,20,mayo,2026-05-16,5225,71,canastas,370,67,303,9.0,,PE2
2026,20,mayo,2026-05-16,226,74,canastas,760,99,661,10.0,,AD1
2026,20,mayo,2026-05-16,5225,19,canastas,514,91,423,4.0,,PEGUA
2026,20,mayo,2026-05-16,5225,19,canastas,584,91,493,2.0,,PEGUA
2026,20,mayo,2026-05-16,5225,19,canastas,617,91,526,6.0,,PE2
2026,20,mayo,2026-05-16,5225,19,canastas,624,91,533,9.0,,PE1
2026,20,mayo,2026-05-16,5225,71,canastas,584,90,494,3.0,,PE2
2026,20,mayo,2026-05-16,5225,19,canastas,517,92,425,3.0,,PEGUA
2026,20,mayo,2026-05-16,5225,19,canastas,644,91,553,4.0,,PE1
2026,20,mayo,2026-05-16,5225,19,canastas,570,91,479,4.0,,PE3
2026,20,mayo,2026-05-16,5225,19,canastas,581,91,490,2.0,,PE3
2026,20,mayo,2026-05-16,5225,19,canastas,522,91,431,12.0,,PIND
2026,20,mayo,2026-05-16,5225,19,canastas,157,47,110,43.0,,PIND
2026,20,mayo,2026-05-16,5225,19,canastas,306,57,249,200.0,,PJUG
2026,20,mayo,2026-05-16,,,canastas,28,4,24,24.0,,PE2
2026,20,mayo,2026-05-17,326,74,canastas,618,91,527,5.0,,AD2
2026,20,mayo,2026-05-17,126,75,canastas,49,6,43,23.0,,PE2
2026,20,mayo,2026-05-17,626,74,canastas,652,91,561,36.0,,AD1
2026,20,mayo,2026-05-17,126,75,canastas,367,67,300,8.0,,PE1
2026,20,mayo,2026-05-17,726,74,canastas,675,90,585,340.0,,AD1
2026,20,mayo,2026-05-17,226,74,canastas,603,90,513,32.0,,AD2
2026,21,mayo,2026-05-18,226,74,canastas,613,90,523,10.0,,AD3
2026,21,mayo,2026-05-18,5225,19,canastas,646,91,555,4.0,,PE3
2026,21,mayo,2026-05-18,5225,19,canastas,497,91,406,2.0,,PEBAB
2026,21,mayo,2026-05-18,226,74,canastas,690,91,599,8.0,,AD1
2026,21,mayo,2026-05-18,5225,19,canastas,595,92,503,3.0,,PE3
2026,21,mayo,2026-05-18,126,75,canastas,605,91,514,3.0,,PE2
2026,21,mayo,2026-05-18,126,75,canastas,596,91,505,3.0,,PE2
2026,21,mayo,2026-05-18,5226,19,canastas,51,6,45,19.0,,PE2
2026,21,mayo,2026-05-18,126,75,canastas,681,87,594,8.0,,PE1
2026,21,mayo,2026-05-18,5225,19,canastas,657,91,566,26.0,,PE1
2026,21,mayo,2026-05-18,126,75,canastas,606,86,520,6.0,,PE1
2026,21,mayo,2026-05-18,5226,19,canastas,641,90,551,6.0,,PE1
2026,21,mayo,2026-05-18,5225,19,canastas,613,90,523,6.0,,PE2
2026,21,mayo,2026-05-18,126,75,canastas,324,63,261,28.0,,PJUG
2026,21,mayo,2026-05-18,126,75,canastas,242,57,185,182.0,,PJUG
2026,21,mayo,2026-05-18,126,75,canastas,310,61,249,247.0,,PJUG
2026,21,mayo,2026-05-18,5226,19,canastas,167,46,121,14.0,,PJUG
2026,21,mayo,2026-05-18,5225,19,canastas,573,91,482,8.0,,PEGUA
2026,21,mayo,2026-05-18,826,75,canastas,612,92,520,32.0,,AD2
2026,21,mayo,2026-05-19,126,75,canastas,624,90,534,4.0,,PE1
2026,21,mayo,2026-05-19,126,75,canastas,615,91,524,10.0,,PE1
2026,21,mayo,2026-05-19,5225,19,canastas,611,92,519,6.0,,PE2
2026,21,mayo,2026-05-19,5225,19,canastas,646,94,552,2.0,,PE2
2026,21,mayo,2026-05-19,126,75,canastas,426,75,351,63.0,,PE2
2026,21,mayo,2026-05-19,126,75,canastas,638,92,546,6.0,,PE1
2026,21,mayo,2026-05-19,826,75,canastas,397,68,329,3.0,,AD3
2026,21,mayo,2026-05-19,826,75,canastas,95,10,85,3.0,,ADGUA
2026,21,mayo,2026-05-19,126,75,canastas,319,66,253,5.0,,PE2
2026,21,mayo,2026-05-19,5225,19,canastas,630,90,540,6.0,,PE3
2026,21,mayo,2026-05-19,5225,19,canastas,661,91,570,13.0,,PE1
2026,21,mayo,2026-05-19,126,75,canastas,249,51,198,17.0,,PE1
2026,21,mayo,2026-05-19,5225,19,canastas,578,91,487,117.0,,PE2
2026,21,mayo,2026-05-19,5225,19,canastas,619,90,529,50.0,,PE1
2026,21,mayo,2026-05-20,126,75,canastas,619,91,528,1.0,,PE2
2026,21,mayo,2026-05-20,126,75,canastas,643,90,553,1.0,,PE1
2026,21,mayo,2026-05-20,126,75,canastas,683,99,584,6.0,,PE2
2026,21,mayo,2026-05-20,5225,19,canastas,645,90,555,7.0,,PE1
2026,21,mayo,2026-05-20,5225,19,canastas,601,92,509,4.0,,PE3
2026,21,mayo,2026-05-20,5225,19,canastas,588,91,497,6.0,,PEGUA
2026,21,mayo,2026-05-20,626,76,canastas,543,91,452,2.0,,ADBABY
2026,21,mayo,2026-05-20,126,75,canastas,462,77,385,3.0,,PE2
2026,21,mayo,2026-05-20,626,76,canastas,580,91,489,2.0,,AD3
2026,21,mayo,2026-05-20,5225,19,canastas,564,91,473,3.0,,PEGUA
2026,21,mayo,2026-05-20,126,75,canastas,613,91,522,4.0,,PE1
2026,21,mayo,2026-05-20,626,76,canastas,573,91,482,8.0,,AD2
2026,21,mayo,2026-05-20,126,75,canastas,627,89,538,10.0,,PE1
2026,21,mayo,2026-05-20,126,75,canastas,626,91,535,10.0,,PE1
2026,21,mayo,2026-05-20,126,75,canastas,627,91,536,24.0,,PE1
2026,21,mayo,2026-05-20,126,19,canastas,631,91,540,25.0,,PE1
2026,21,mayo,2026-05-20,626,76,canastas,585,91,494,26.0,,AD3
2026,21,mayo,2026-05-20,626,76,canastas,586,90,496,20.0,,AD-PJUG
2026,21,mayo,2026-05-20,5225,19,canastas,691,92,599,20.0,,PE1
2026,21,mayo,2026-05-20,226,74,canastas,373,67,306,306.0,,AD3
2026,21,mayo,2026-05-21,226,74,canastas,610,91,519,519.0,,AD2
2026,21,mayo,2026-05-21,126,74,canastas,293,47,246,246.0,,AD2
2026,21,mayo,2026-05-21,126,19,canastas,569,90,479,2.0,,PE3
2026,21,mayo,2026-05-21,5225,19,canastas,548,91,457,3.0,,PEGUA
2026,21,mayo,2026-05-21,126,19,canastas,599,91,508,6.0,,PE2
2026,21,mayo,2026-05-21,126,19,canastas,580,90,490,3.0,,PE3
2026,21,mayo,2026-05-21,126,19,canastas,624,90,534,2.0,,PE1
2026,21,mayo,2026-05-21,126,19,canastas,537,84,453,3.0,,PEGUA
2026,21,mayo,2026-05-21,126,19,canastas,617,92,525,11.0,,PE1
2026,21,mayo,2026-05-21,126,19,canastas,600,91,509,2.0,,PE2
2026,21,mayo,2026-05-21,126,19,canastas,597,90,507,4.0,,PE2
2026,21,mayo,2026-05-21,126,19,canastas,599,91,508,4.0,,PE2
2026,21,mayo,2026-05-21,226,74,canastas,246,55,191,23.0,,AD-PIND
2026,21,mayo,2026-05-22,126,19,canastas,548,92,456,2.0,,PEGUA
2026,21,mayo,2026-05-22,326,74,canastas,569,90,479,4.0,,AD1
2026,21,mayo,2026-05-22,226,74,canastas,684,103,581,1.0,,AD3
2026,21,mayo,2026-05-22,5225,19,canastas,613,91,522,2.0,,PE2
2026,21,mayo,2026-05-22,5225,19,canastas,592,90,502,108.0,,PE2
2026,21,mayo,2026-05-22,526,76,canastas,659,91,568,288.0,,AD1
2026,21,mayo,2026-05-22,626,76,canastas,639,90,549,490.0,,AD1
2026,21,mayo,2026-05-22,126,19,canastas,532,91,441,1.0,,PEGUA
2026,21,mayo,2026-05-22,126,75,canastas,508,91,417,10.0,,PEBAB
2026,21,mayo,2026-05-22,126,19,canastas,505,84,421,109.0,,PEBAB
2026,21,mayo,2026-05-22,226,74,canastas,612,87,525,12.0,,AD1
2026,21,mayo,2026-05-22,426,74,canastas,585,91,494,3.0,,AD3
2026,21,mayo,2026-05-22,126,19,canastas,545,91,454,41.0,,PEGUA
2026,21,mayo,2026-05-22,126,19,canastas,638,91,547,6.0,,PE1
2026,21,mayo,2026-05-22,226,74,canastas,607,91,516,5.0,,AD2
2026,21,mayo,2026-05-22,126,75,canastas,603,90,513,8.0,,PE2
2026,21,mayo,2026-05-22,126,75,canastas,673,91,582,11.0,,PE1
2026,21,mayo,2026-05-23,126,19,canastas,589,90,499,2.0,,PE2
2026,21,mayo,2026-05-23,1126,72,canastas,631,91,540,2.0,,AD1
2026,21,mayo,2026-05-23,126,19,canastas,509,101,408,12.0,,PE2
2026,21,mayo,2026-05-23,126,75,canastas,694,96,598,2.0,,PE2
2026,21,mayo,2026-05-23,826,74,canastas,698,101,597,3.0,,AD1
2026,21,mayo,2026-05-23,126,19,canastas,647,91,556,3.0,,PE3
2026,21,mayo,2026-05-23,326,74,canastas,601,91,510,6.0,,AD2
2026,21,mayo,2026-05-23,126,75,canastas,411,67,344,42.0,,PE2
2026,21,mayo,2026-05-23,126,19,canastas,614,90,524,5.0,,PE2
2026,21,mayo,2026-05-23,626,76,canastas,675,90,585,209.0,,AD1
2026,21,mayo,2026-05-23,5225,19,canastas,647,89,558,546.0,,PE1
2026,21,mayo,2026-05-23,826,74,canastas,642,91,551,2.0,,AD1
2026,21,mayo,2026-05-23,126,75,canastas,661,91,570,2.0,,PE1
2026,21,mayo,2026-05-23,126,19,canastas,631,91,540,2.0,,PE1
2026,21,mayo,2026-05-23,126,19,canastas,561,90,471,5.0,,PEGUA
2026,21,mayo,2026-05-23,126,75,canastas,468,66,402,200.0,,PJUG
2026,21,mayo,2026-05-24,926,72,canastas,625,90,535,15.0,,AD3
2026,22,mayo,2026-05-25,126,75,canastas,582,90,492,4.0,,PEGUA
2026,22,mayo,2026-05-25,126,75,canastas,639,91,548,2.0,,PE1
2026,22,mayo,2026-05-25,126,19,canastas,586,91,495,8.0,,PE3
2026,22,mayo,2026-05-25,126,75,canastas,595,92,503,8.0,,PE3
2026,22,mayo,2026-05-25,126,19,canastas,613,91,522,3.0,,PE1
2026,22,mayo,2026-05-25,126,19,canastas,611,91,520,10.0,,PE2
2026,22,mayo,2026-05-25,126,19,canastas,602,90,512,2.0,,PE2
2026,22,mayo,2026-05-25,126,75,canastas,663,94,569,10.0,,PE1
2026,22,mayo,2026-05-25,126,75,canastas,604,91,513,10.0,,PE2
2026,22,mayo,2026-05-25,126,19,canastas,566,91,475,3.0,,PEGUA
2026,22,mayo,2026-05-25,126,75,canastas,627,91,536,5.0,,PE3
2026,22,mayo,2026-05-25,126,19,canastas,504,91,413,3.0,,PEBAB
