ID,FechaProceso,Calibre,Categoria,Grado,PesoNeto,Lote,Grupo
184834,2026-04-14,PE2,piña special 2da,3.0 - 4.0,497,71,4825
184835,2026-04-14,PE1,piña special 1ra,0.0 - 1.0,556,71,4825
184836,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,581,63,4825
184837,2026-04-14,AD2,Piña AD2,0.0 - 1.0,504,72,726
184838,2026-04-14,AD1,Piña AD1,0.0 - 1.0,551,72,726
184839,2026-04-14,AD3,Piña AD3,0.0 - 1.0,513,72,726
184840,2026-04-14,AD1,Piña AD1,0.0 - 1.0,529,72,726
184841,2026-04-14,PE1,piña special 1ra,2,545,71,4825
184842,2026-04-14,PE2,piña special 2da,1.5,388,71,4825
184843,2026-04-14,PIND,piña indstria,1.5 - 2.5,474,71,4825
184844,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,497,71,4825
184845,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,446,71,4825
184846,2026-04-14,PE1,piña special 1ra,3.0 - 4.0,535,71,4825
184847,2026-04-14,PE1,piña special 1ra,0,554,71,4825
184848,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,496,71,4825
184849,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,428,71,4825
184850,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,470,71,4825
184851,2026-04-14,PE1,piña special 1ra,1.5 - 2.5,601,71,4825
184852,2026-04-14,PE1,piña special 1ra,2,593,71,4825
184853,2026-04-14,PE2,piña special 2da,1.5,409,71,4825
184854,2026-04-14,PE2,piña special 2da,0.0 - 1.0,503,71,4825
184855,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,452,63,4825
184856,2026-04-14,PE3,piña special 3ra,3.0 - 4.0,496,63,4825
184857,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,500,63,4825
184858,2026-04-14,PE2,piña special 2da,1.5 - 2.5,504,63,4825
184859,2026-04-14,PE3,piña special 3ra,1.5 - 2.5,483,63,4825
184860,2026-04-14,AD1,Piña AD1,0.0 - 1.0,557,72,726
184861,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,491,63,4825
184862,2026-04-14,AD2,Piña AD2,0.0 - 1.0,503,72,726
184863,2026-04-14,AD1,Piña AD1,0.0 - 1.0,538,72,726
184864,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,30,71,4825
184865,2026-04-14,AD2,Piña AD2,0.0 - 1.0,514,72,726
184866,2026-04-14,AD1,Piña AD1,1.5 - 2.5,564,72,726
184867,2026-04-14,AD1,Piña AD1,0.0 - 1.0,541,72,726
184868,2026-04-14,PE3,piña special 3ra,1.5 - 2.5,40,71,4825
184869,2026-04-14,PIND,piña indstria,1.5 - 2.5,490,71,4825
184870,2026-04-14,PE2,piña special 2da,0.0 - 1.0,510,63,4825
184871,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,264,63,4825
184872,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,415,63,4825
184873,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,497,63,4825
184874,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,505,63,4825
184875,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,11,63,4825
184876,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,421,63,4825
184877,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,493,71,4825
184878,2026-04-14,PE2,piña special 2da,0.0 - 1.0,486,71,4825
184879,2026-04-14,PE1,piña special 1ra,2,613,71,4825
184880,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,489,71,4825
184881,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,492,71,4825
184882,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,430,63,4825
184883,2026-04-14,PE3,piña special 3ra,1.5 - 2.5,481,63,4825
184884,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,492,63,4825
184885,2026-04-14,PE2,piña special 2da,3.0 - 4.0,507,63,4825
184886,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,450,71,4825
184887,2026-04-14,PE1,piña special 1ra,3.0 - 4.0,565,71,4825
184888,2026-04-14,PE2,piña special 2da,1.5,390,63,4825
184889,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,486,63,4825
184890,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,450,63,4825
184891,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,479,63,4825
184892,2026-04-14,PIND,piña indstria,1.5 - 2.5,496,71,4825
184893,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,429,71,4825
184894,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,506,71,4825
184895,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,447,63,4825
184896,2026-04-14,PE1,piña special 1ra,0.0 - 1.0,542,63,4825
184897,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,506,63,4825
184898,2026-04-14,PE1,piña special 1ra,2,594,63,4825
184899,2026-04-14,PE2,piña special 2da,0.0 - 1.0,502,71,4825
184900,2026-04-14,PE2,piña special 2da,1.5,411,71,4825
184901,2026-04-14,PE1,piña special 1ra,0.0 - 1.0,590,71,4825
184902,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,428,71,4825
184903,2026-04-14,PE1,piña special 1ra,2,229,71,4825
184904,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,506,63,4825
184905,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,496,63,4825
184906,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,425,63,4825
184907,2026-04-14,PE3,piña special 3ra,1.5 - 2.5,484,63,4825
184908,2026-04-14,PE3,piña special 3ra,3.0 - 4.0,508,63,4825
184909,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,449,63,4825
184910,2026-04-14,PE2,piña special 2da,1.5 - 2.5,510,71,4825
184911,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,520,71,4825
184912,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,499,71,4825
184913,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,450,71,4825
184914,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,400,71,4825
184915,2026-04-14,PE2,piña special 2da,0.0 - 1.0,15,71,4825
184916,2026-04-14,PE2,piña special 2da,0.0 - 1.0,34,71,4825
184917,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,495,71,4825
184918,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,404,63,4825
184919,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,484,63,4825
184920,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,417,63,4825
184921,2026-04-14,PE2,piña special 2da,1.5,391,63,4825
184922,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,440,63,4825
184923,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,494,63,4825
184924,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,423,63,4825
184925,2026-04-14,PE3,piña special 3ra,1.5 - 2.5,494,63,4825
184926,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,498,63,4825
184927,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,491,63,4825
184928,2026-04-14,PIND,piña indstria,1.5 - 2.5,492,63,4825
184929,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,448,63,4825
184930,2026-04-14,PE2,piña special 2da,0.0 - 1.0,500,63,4825
184931,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,35,63,4825
184932,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,445,63,4825
184933,2026-04-14,PE2,piña special 2da,0.0 - 1.0,490,63,4825
184934,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,448,63,4825
184935,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,497,63,4825
184936,2026-04-14,PE2,piña special 2da,3.0 - 4.0,492,63,4825
184937,2026-04-14,PE1,piña special 1ra,3.0 - 4.0,569,63,4825
184938,2026-04-14,PE2,piña special 2da,1.5,410,63,4825
184939,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,436,63,4825
184940,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,472,63,4825
184941,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,514,63,4825
184942,2026-04-14,PE1,piña special 1ra,1.5 - 2.5,567,71,4825
184943,2026-04-14,PE1,piña special 1ra,1,582,71,4825
184944,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,498,71,4825
184945,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,424,71,4825
184946,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,487,63,4825
184947,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,422,63,4825
184948,2026-04-14,PE3,piña special 3ra,3.0 - 4.0,500,63,4825
184949,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,109,63,4825
184950,2026-04-14,PE3,piña special 3ra,1.5 - 2.5,478,63,4825
184951,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,510,63,4825
184952,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,434,63,4825
184953,2026-04-14,AD1,Piña AD1,0.0 - 1.0,399,72,726
184954,2026-04-14,PIND,piña indstria,1.5 - 2.5,479,63,4825
184955,2026-04-14,PE2,piña special 2da,1.5 - 2.5,499,63,4825
184956,2026-04-14,PE2,piña special 2da,1.5,389,63,4825
184957,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,422,63,4825
184958,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,498,63,4825
184959,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,490,63,4825
184960,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,437,63,4825
184961,2026-04-14,PE3,piña special 3ra,1.5 - 2.5,485,63,4825
184962,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,447,63,4825
184963,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,418,63,4825
184964,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,490,71,4825
184965,2026-04-14,PE3,piña special 3ra,3.0 - 4.0,489,71,4825
184966,2026-04-14,PE2,piña special 2da,0.0 - 1.0,492,71,4825
184967,2026-04-14,PE1,piña special 1ra,0.0 - 1.0,581,71,4825
184968,2026-04-14,PE1,piña special 1ra,3.0 - 4.0,457,71,4825
184969,2026-04-14,PE2,piña special 2da,1.5,280,71,4825
184970,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,302,71,4825
184971,2026-04-14,PE1,piña special 1ra,1.5 - 2.5,457,71,4825
184972,2026-04-14,PE3,piña special 3ra,1.5 - 2.5,113,71,4825
184973,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,541,71,4825
184974,2026-04-14,PE2,piña special 2da,1.5 - 2.5,257,71,4825
184975,2026-04-14,PE2,piña special 2da,3.0 - 4.0,432,71,4825
184976,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,345,63,4825
184977,2026-04-14,PE3,piña special 3ra,1.5 - 2.5,188,63,4825
184978,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,400,63,4825
184979,2026-04-14,PE3,piña special 3ra,0.0 - 1.0,248,63,4825
184980,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,314,63,4825
184981,2026-04-14,PJUG,piña jugos,3.0 - 4.0,185,63,4825
184982,2026-04-14,PE1,piña special 1ra,0.0 - 1.0,130,63,4825
184983,2026-04-14,PEGUA,piña special guapita,1.5 - 2.5,335,63,4825
184984,2026-04-14,PIND,piña indstria,1.5 - 2.5,188,71,4825
184985,2026-04-14,PEBAB,piña special baby,1.5 - 2.5,182,71,4825
184986,2026-04-14,PE3,piña special 3ra,1.5 - 2.5,490,71,4825
184987,2026-04-14,PE1,piña special 1ra,3.0 - 4.0,435,71,4825
184988,2026-04-14,PE2,piña special 2da,3.0 - 4.0,468,63,4825
184989,2026-04-14,PE1,piña special 1ra,1.5 - 2.5,313,63,4825
184990,2026-04-14,PE3,piña special 3ra,3.0 - 4.0,198,63,4825
184991,2026-04-14,PE1,piña special 1ra,1,232,63,4825
184992,2026-04-14,PE2,piña special 2da,0.0 - 1.0,493,63,4825
8062,2026-04-15,AL-PE2,AL-PE2,1.5,4129,63,4825
2785,2026-04-15,AL-PE2,AL-PE2,2,635,63,4825
2795,2026-04-15,AL-PE2,AL-PE2,2,892,63,4825
3718,2026-04-15,AL-PE2,AL-PE2,2,508,63,4825
3724,2026-04-15,AL-PE2,AL-PE2,2,46,63,4825
184993,2026-04-15,PE1,piña special 1ra,1,548,71,4825
184994,2026-04-15,PE1,piña special 1ra,1,539,71,4825
184995,2026-04-15,PE1,piña special 1ra,1,528,71,4825
184996,2026-04-15,PE1,piña special 1ra,1,542,71,4825
184997,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,442,71,4825
184998,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,390,63,4825
184999,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,435,63,4825
185000,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,398,63,4825
185001,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,406,63,4825
185002,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,433,63,4825
185003,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,413,63,4825
185004,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,394,63,4825
185005,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,428,63,4825
185006,2026-04-15,PE3,piña special 3ra,1.5 - 2.5,489,63,4825
185007,2026-04-15,PE2,piña special 2da,2,390,63,4825
185008,2026-04-15,PE3,piña special 3ra,3.0 - 4.0,492,63,4825
185009,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,430,63,4825
185010,2026-04-15,PIND,piña indstria,1.5 - 2.5,485,63,4825
185011,2026-04-15,PE2,piña special 2da,2,401,63,4825
185012,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,408,63,4825
185013,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,395,63,4825
185014,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,531,63,4825
185015,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,439,63,4825
185016,2026-04-15,PE2,piña special 2da,3.0 - 4.0,502,63,4825
185017,2026-04-15,PE2,piña special 2da,0.0 - 1.0,495,63,4825
185018,2026-04-15,AD3,Piña AD3,0.0 - 1.0,511,74,726
185019,2026-04-15,PE3,piña special 3ra,0.0 - 1.0,486,63,4825
185020,2026-04-15,AD1,Piña AD1,0.0 - 1.0,526,74,726
185021,2026-04-15,AD2,Piña AD2,0.0 - 1.0,508,74,726
185022,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,409,71,4925
185023,2026-04-15,PE1,piña special 1ra,1,565,71,4925
185024,2026-04-15,PE1,piña special 1ra,1,555,71,4925
185025,2026-04-15,PE1,piña special 1ra,1,548,71,4925
185026,2026-04-15,PE1,piña special 1ra,1,591,71,4925
185027,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,445,63,4825
185028,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,425,63,4825
185029,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,535,63,4825
185030,2026-04-15,PE3,piña special 3ra,1.5 - 2.5,515,63,4825
185031,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,424,63,4825
185032,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,395,63,4825
185033,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,443,63,4825
185034,2026-04-15,PE1,piña special 1ra,1,533,71,4825
185035,2026-04-15,PE1,piña special 1ra,1,555,71,4825
185036,2026-04-15,PE2,piña special 2da,0.0 - 1.0,518,63,4825
185037,2026-04-15,PE2,piña special 2da,0.0 - 1.0,515,63,4825
185038,2026-04-15,PE1,piña special 1ra,1,544,63,4825
185039,2026-04-15,PE3,piña special 3ra,1.5 - 2.5,490,63,4825
185040,2026-04-15,PE2,piña special 2da,1.5,394,63,4825
185041,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,389,63,4825
185042,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,426,63,4825
185043,2026-04-15,PE3,piña special 3ra,0.0 - 1.0,481,63,4825
185044,2026-04-15,PE3,piña special 3ra,3.0 - 4.0,490,63,4825
185045,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,421,63,4825
185046,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,418,63,4825
185047,2026-04-15,PE2,piña special 2da,2,404,63,4825
185048,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,432,63,4825
185049,2026-04-15,PE1,piña special 1ra,1.5 - 2.5,550,63,4825
185050,2026-04-15,PE1,piña special 1ra,3.0 - 4.0,559,63,4825
185051,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,452,63,4825
185052,2026-04-15,PE2,piña special 2da,2,392,63,4825
185053,2026-04-15,PE1,piña special 1ra,0.0 - 1.0,545,63,4825
185054,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,531,63,4825
185055,2026-04-15,PIND,piña indstria,1.5 - 2.5,481,63,4825
185056,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,395,63,4825
185057,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,394,63,4825
185058,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,529,63,4825
185059,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,405,63,4825
185060,2026-04-15,PE3,piña special 3ra,1.5 - 2.5,497,63,4825
185061,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,419,63,4825
185062,2026-04-15,PE3,piña special 3ra,3.0 - 4.0,493,63,4825
185063,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,436,63,4825
185064,2026-04-15,PE2,piña special 2da,3.0 - 4.0,506,63,4825
185065,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,399,63,4825
185066,2026-04-15,PE2,piña special 2da,1.5 - 2.5,502,63,4825
185067,2026-04-15,PE1,piña special 1ra,0.0 - 1.0,551,63,4825
185068,2026-04-15,PE3,piña special 3ra,0.0 - 1.0,502,63,4825
185069,2026-04-15,PIND,piña indstria,1.5 - 2.5,511,63,4825
185070,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,428,63,4825
185071,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,393,63,4825
185072,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,386,63,4825
185073,2026-04-15,PE2,piña special 2da,2,366,63,4825
185074,2026-04-15,PE3,piña special 3ra,1.5 - 2.5,522,63,4825
185075,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,434,63,4825
185076,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,411,63,4825
185077,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,392,63,4825
185078,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,530,63,4825
185079,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,395,63,4825
185080,2026-04-15,PE2,piña special 2da,2,405,63,4825
185081,2026-04-15,PE1,piña special 1ra,0.0 - 1.0,569,63,4825
185082,2026-04-15,PE2,piña special 2da,0.0 - 1.0,501,63,4825
185083,2026-04-15,PE1,piña special 1ra,0.0 - 1.0,549,63,4825
185084,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,432,63,4825
185085,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,405,63,4825
185086,2026-04-15,PIND,piña indstria,1.5 - 2.5,398,63,4825
185087,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,175,63,4825
185088,2026-04-15,PE3,piña special 3ra,0.0 - 1.0,497,63,4825
185089,2026-04-15,AD1,Piña AD1,0.0 - 1.0,528,74,426
185090,2026-04-15,PE2,piña special 2da,0.0 - 1.0,502,63,4825
185091,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,456,63,4825
185092,2026-04-15,PE2,piña special 2da,0.0 - 1.0,512,63,4825
185093,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,44,63,4825
185094,2026-04-15,PE3,piña special 3ra,1.5 - 2.5,506,63,4825
185095,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,414,63,4825
185096,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,436,63,4825
185097,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,403,63,4825
185098,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,478,63,4825
185099,2026-04-15,PE1,piña special 1ra,0.0 - 1.0,546,63,4825
185100,2026-04-15,PE2,piña special 2da,2,366,63,4825
185101,2026-04-15,PE1,piña special 1ra,3.0 - 4.0,557,63,4825
185102,2026-04-15,PJUG,piña jugos,3.0 - 4.0,82,63,4825
185103,2026-04-15,PE2,piña special 2da,2,349,63,4825
185104,2026-04-15,PEBAB,piña special baby,0.0 - 1.0,359,63,4825
185105,2026-04-15,PE1,piña special 1ra,0.0 - 1.0,449,74,426
185106,2026-04-15,PE2,piña special 2da,2,198,63,4825
185107,2026-04-15,PEBAB,piña special baby,1.5 - 2.5,267,63,4825
185108,2026-04-15,PE1,piña special 1ra,1.5 - 2.5,567,63,4825
185109,2026-04-15,PE2,piña special 2da,0.0 - 1.0,304,63,4825
185110,2026-04-15,PE3,piña special 3ra,3.0 - 4.0,483,63,4825
185111,2026-04-15,AD1,Piña AD1,1.5 - 2.5,113,74,426
185112,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,362,63,4825
185113,2026-04-15,PEGUA,piña special guapita,1.5 - 2.5,103,63,4825
185114,2026-04-15,PE3,piña special 3ra,3.0 - 4.0,134,63,4825
185115,2026-04-15,PE3,piña special 3ra,1.5 - 2.5,338,63,4825
185116,2026-04-15,PE3,piña special 3ra,0.0 - 1.0,499,63,4825
185117,2026-04-15,PIND,piña indstria,1.5 - 2.5,268,63,4825
185118,2026-04-15,PE3,piña special 3ra,0.0 - 1.0,530,63,4825
185119,2026-04-15,PE2,piña special 2da,3.0 - 4.0,509,63,4825
185120,2026-04-15,PE2,piña special 2da,0.0 - 1.0,137,63,4825
185121,2026-04-15,PE3,piña special 3ra,0.0 - 1.0,263,63,4825
185122,2026-04-15,PE2,piña special 2da,1.5 - 2.5,481,63,4825
185123,2026-04-15,PE3,piña special 3ra,3.0 - 4.0,381,63,4825
185124,2026-04-15,PJUG,piña jugos,3.0 - 4.0,96,63,4825
185125,2026-04-15,PE3,piña special 3ra,1.5 - 2.5,211,63,4825
185126,2026-04-15,PE2,piña special 2da,3.0 - 4.0,197,63,4825
185127,2026-04-15,PE3,piña special 3ra,0.0 - 1.0,2,63,4825
185128,2026-04-15,PE1,piña special 1ra,1.5 - 2.5,2,63,4825
185129,2026-04-15,PE2,piña special 2da,1.5 - 2.5,7,63,4825
185130,2026-04-15,PE1,piña special 1ra,1.5 - 2.5,2,63,4825
185131,2026-04-15,PE1,piña special 1ra,1.5 - 2.5,8,63,4825
185132,2026-04-15,PE2,piña special 2da,1.5 - 2.5,5,63,4825
185133,2026-04-15,PE3,piña special 3ra,1.5 - 2.5,1,63,4825
185134,2026-04-15,PE1,piña special 1ra,1.5 - 2.5,2,63,4825
185135,2026-04-15,PE1,piña special 1ra,1.5 - 2.5,42,63,4825
185136,2026-04-15,PE2,piña special 2da,1.5 - 2.5,10,63,4825
185137,2026-04-15,PE3,piña special 3ra,1.5 - 2.5,9,63,4825
185138,2026-04-15,PE1,piña special 1ra,1.5 - 2.5,4,63,4825
185139,2026-04-15,PE1,piña special 1ra,1.5 - 2.5,147,63,4825
185140,2026-04-16,AL-PE2,AL-PE2,0.0 - 1.0,49,63,4825
185141,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,521,63,4825
185142,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,483,63,4825
185143,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,414,63,4825
185144,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,407,63,4825
185145,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,488,63,4825
185146,2026-04-16,PE2,piña special 2da,1.5 - 2.5,466,63,4825
185147,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,409,63,4825
185148,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,517,63,4825
185149,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,396,63,4825
185150,2026-04-16,PE3,piña special 3ra,1.5 - 2.5,452,63,4825
185151,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,411,63,4825
185152,2026-04-16,PE3,piña special 3ra,0.0 - 1.0,506,63,4825
185153,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,424,63,4825
185154,2026-04-16,PE2,piña special 2da,2,232,63,4825
185155,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,416,63,4825
185156,2026-04-16,PE2,piña special 2da,2,165,63,4825
185157,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,530,63,4825
185158,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,479,63,4825
185159,2026-04-16,PE3,piña special 3ra,3.0 - 4.0,516,63,4825
185160,2026-04-16,PE2,piña special 2da,1.5 - 2.5,457,63,4825
185161,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,455,63,4825
185162,2026-04-16,PE2,piña special 2da,0.0 - 1.0,496,63,4825
185163,2026-04-16,PE1,piña special 1ra,1,541,71,4925
185164,2026-04-16,PE3,piña special 3ra,1.5 - 2.5,464,63,4825
185165,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,411,63,4825
185166,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,545,63,4825
185167,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,438,63,4825
185168,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,404,63,4825
185169,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,425,63,4825
185170,2026-04-16,PE3,piña special 3ra,0.0 - 1.0,505,63,4825
185171,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,534,63,4825
185172,2026-04-16,PIND,piña indstria,1.5 - 2.5,485,63,4825
185173,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,421,63,4825
185174,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,524,63,4825
185175,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,543,63,4825
185176,2026-04-16,PE2,piña special 2da,0.0 - 1.0,501,63,4825
185177,2026-04-16,PE1,piña special 1ra,1,523,71,4925
185178,2026-04-16,PE3,piña special 3ra,0.0 - 1.0,497,63,4825
185179,2026-04-16,AD1,Piña AD1,0.0 - 1.0,537,74,326
185180,2026-04-16,AD2,Piña AD2,0.0 - 1.0,524,74,326
185181,2026-04-16,AD1,Piña AD1,0.0 - 1.0,542,74,326
185182,2026-04-16,AD1,Piña AD1,0.0 - 1.0,553,74,326
185183,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,429,63,4825
185184,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,418,63,4825
185185,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,425,63,4825
185186,2026-04-16,PE3,piña special 3ra,1.5 - 2.5,484,63,4825
185187,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,404,63,4825
185188,2026-04-16,PE2,piña special 2da,3.0 - 4.0,498,63,4825
185189,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,492,63,4825
185190,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,491,63,4825
185191,2026-04-16,PEGUA,piña special guapita,1.5 - 2.5,510,63,4825
185192,2026-04-16,PE3,piña special 3ra,3.0 - 4.0,504,63,4825
185193,2026-04-16,AD2,Piña AD2,0.0 - 1.0,505,74,326
185194,2026-04-16,PEBAB,piña special baby,1.5 - 2.5,424,63,4825
185195,2026-04-16,AD1,Piña AD1,0.0 - 1.0,528,74,326
185196,2026-04-16,PE1,piña special 1ra,0.0 - 1.0,530,63,4825
